Summary,Sentiment,Rate
worst mask i ever seen it not worthy to our money plz you read my review dont by thease product my money and time waste to buy the mask,negative,1.0
this seeds can not be gurminate please do not purchase,negative,2.0
nice productbut1 no bulb provided with package so it was tough to find e27 buld2 hold kn top is not clean causing issue to tighten wire,negative,4.0
i received damage product butflipkart policy is good so replace my productand give it a new mixer same price and qualityi am happythanks flipkart,negative,4.0
very poor and bad quality light weight and 3rd grade material,negative,1.0
liquid not sufficient to test and result is not correct,negative,1.0
sees as goodit is not big like image but very small,negative,3.0
the closing cap is not with vaccum cap so i doubt if the warm water will make the cap melt and its of 1litre not of 2 litrek,negative,3.0
plz dont purchase if your ear size is smalland it has loud bass that suppres vocals and instruments sounds,negative,2.0
worst experience of my life of buying a product from flipkart,negative,1.0
leakage starts in 15 days of use only in 56 months stop working too cheap product,negative,1.0
sound quality ok but sometimes connectivity of sub make little problem,negative,3.0
worst product not working after 2 months of using really feeling very sad,negative,1.0
very bad product i am not happy with your product,negative,2.0
it is very bad product look at the photo iadvice u not to buy these goods,negative,1.0
water is leaking and also water taste is not good,negative,2.0
product is of poor quality and size is not suitable for wagon r of 2013 onwards quality is useless stitchinhg is so poor,negative,1.0
i received a faulty machine and did not return even after various followups with flipkart,negative,1.0
received on 20 th octit has stopes working from nov 2 nd i can not replacewaste of money,negative,1.0
after 2 months of usage the mixture switch automatically pushed inside and not working properly,negative,2.0
big problem is headphones not saport in this tabonly blootooth headphones saport,negative,3.0
dont recommend its take more dan 30 minites of time not to heat too much normal heat only no shame on u dont waste ur money go with reputed brand,negative,1.0
worst product ever take too much time to get cook any food either you rost something or grill it will take more than 1 hour i suggest not to buy this,negative,1.0
